Data Center Name,Address Name ,Street Number ,Street Name,Zip code,City,State ,Lattitude,Longitude,Description,,,,
ColoCrossing DFW1,ColoCrossing,3004,Irving Blvd,75247,Dallas,Texas,33,-96.85776653,"The DFW1 datacenter provides ColoCrossing the flexibility to easily accommodate high-density private cabinets and cages with highly reliable power and cooling infrastructure. ColoCrossing's diverse-path fiber ring provides reliable and redundant connections to our backbone network, which is especially tuned to serve South America. If you're looking for colocation in Dallas, you can trust ColoCrossing to deliver a high quality service at a great price.
",,,,
24 Hour Data,24 Hour Data,811,"E Plano Pkwy
Ste 124",75074,Plano,Texas,33,-96.7019434,"24 Hour Data has an ISO 4, Class 100 Clean Room and SAS Type II data center in Plano, TX. We provide comprehensive data recovery services throughout Dallas Fort Worth, for other data centers, IT departments, computer labs, businesses and more.

Whether your backups failed or you are looking to partner with a reliable data recovery company in your disaster recovery efforts, 24 Hour Data's team of expert technicians are qualified to help.

We work on all configurations, handling complex server data recoveries, all RAID levels (0, 5, 50, etc.), NAS and SAS recoveries and Virtual/VM Ware data recoveries.",,,,
VAZATA Dallas I,VAZATA,4025,Midway Road,75007,Carrollton,Texas,33,-96.84476379,"BUILDING SPECIFICATIONS
??. Approximately 32,000 square feet of Tier 3 and Tier 4 high density data center space . Cages and lockable cabinets on 36 inch raised floor

UTILITY POWER
. 3mW power delivered via 4x750 kW UPS systems
. Power is served from two separate substations with diverse entry points. Each substation is powered by two different electricity providers. No other data center in the market can claim the same.

SECONDARY POWER
. N+1 monthly load testing, over 48,000 gallons of fuel on-site
. Four 2,000 kW generators backed up by a fifth 2,000 kW generator. Generator yard protected by a thirty foot
high retaining wall
. Enough fuel supply to run for several days without requiring additional gas.

COOLING
. Eight 30-ton CRAH units with individual condensing units
. Thirty 30-Ton units on floor configured at 2N

CONDUITS AND RISERS
. Multi-mode and single-mode fiber conduits
. Diverse underground entry points to the building
. Four fiber providers located at the data campus
????????
???????SECURITY
. On-site security personnel and VAZATA Network Operations Center monitoring 24x7x365
. Three levels of electronic security (badge, bio readers, physical security officer). Cage access protectec by
biometric readers and tenant locks

FIRE PROTECTION
. Under floor and overhead smoke detection system
. Double-interlock, pre-action and dry pipe suppression system

TELECOM & CONNECTIVITY
. TW TELECOM
. ATT
. LEVEL 3
. ABOVENET (ZAYO)
. NTT COMMUNICATIONS
. GLOBAL CROSSING (LEVEL 3) . PUBLIC PEERING

VAZATA Blended Bandwidth: ATT, Level 3, Zayo, NTT Communications, Global Crossing
Private DWDM (Dense Wavelength Division Multiplexing), fully redundant carrier grade fiber ring connects the VAZATA facility to 1950 Stemmons (Infomart), 2323 Bryan St. and 400 Akard",,,,
STACK Infrastructure DFW01B,STACK INFRASTRUCTURE,6715,Pinecrest Dr,75024,Plano,Texas,33,-96.80984428,"STACK Infrastructure is a leading provider of digital infrastructure to scale the world's most innovative companies. The Company delivers an extensive geographic footprint spanning the United States, Canada, Europe and Asia Pacific and a comprehensive suite of data center and digital infrastructure solutions, including hyperscale campuses and build-to-suit data centers (""HYPERSTACK""), immediately available wholesale colocation and private data suites (""READYSTACK""), and powered shell options (""POWERSTACK"").

DFW01B is directly adjacent to DFW01A and provides resilient, secure infrastructure with plenty of connectivity and power for immediate and long-term scale.",,,,
Edged Dallas,Edged Energy,505,N Wildwood Dr,75061,Irving,Texas,33,-96.9169452,"The Edged Dallas Data Center is a cutting-edge facility located in Irving, Texas. It spans a vast 162,545 square feet and is a shining example of modern data center design. This center is part of Edged Energy's commitment to pushing the boundaries of innovation and sustainability in the industry.

Sustainability is a core principle of the Edged Dallas Data Center's design. The facility aims for carbon and water neutrality, reflecting Edged Energy's dedication to environmental responsibility. This approach sets a new benchmark for eco-friendly data center operations.",,,,
STACK Infrastructure DFW01A,STACK INFRASTRUCTURE,6653,Pinecrest Dr,75024,Plano,Texas,33,-96.81076588,"STACK Infrastructure is a leading provider of digital infrastructure to scale the world's most innovative companies. The Company delivers an extensive geographic footprint spanning the United States, Canada, Europe and Asia Pacific and a comprehensive suite of data center and digital infrastructure solutions, including hyperscale campuses and build-to-suit data centers (""HYPERSTACK""), immediately available wholesale colocation and private data suites (""READYSTACK""), and powered shell options (""POWERSTACK"").

Located in Plano, DFW01A provides robust connectivity and low-latency access to major interconnection hubs that make this region a popular location for major hyperscale and enterprise data center development.",,,,
CoreWeave Plano,CoreWeave,1000,Coit Rd,75075,Plano,Texas,33,-96.76406903,"CoreWeave's latest addition to its infrastructure portfolio is the Plano, Texas data center, a state-of-the-art facility that became operational at the end of 2023. With an investment of $1.6 billion, the center occupies 454,421 square feet on a 23.8-acre campus located at Lincoln Rackhouse's 1000 Coit Road building. This strategic location is poised to serve as a hub for technological growth and innovation.

The data center is designed with scalability and future expansion in mind, featuring four 14,000-square-foot data halls and an additional 50,000 square feet of powered shell space. CoreWeave's facility is equipped to handle up to 30 megawatts of critical IT load, structured in multiple phases to allow for necessary electrical and mechanical upgrades.

Financially, the partnership between CoreWeave and Lincoln Property Company is cemented through a 6-year Master Services Agreement, with a base rent of $75 per kilowatt per month, amounting to over $260 million for the initial 30 MW installation. The agreement also includes two 2-year renewal options, potentially extending the contract to a decade, with an estimated additional $180.4 million in payments. Tax incentives and abatements from the City of Plano have resulted in approximately $141 million in tax benefits, underscoring the economic significance of this venture for both entities.",,,,
KDC Richardson,KDC,1510,E Lookout Dr,75082,Richardson,Texas,33,-96.69635209,"The KDC Richardson Data Center, a state-of-the-art facility, is strategically situated at 1510 E. Lookout Drive in the heart of the Richardson Telecom Corridor, Texas. This center boasts a robust 130,000 square feet of space designed to cater to high-density computing needs with a focus on sustainability and efficiency.

Equipped with an onsite electrical substation and a design resistant to 190 MPH winds, the data center ensures uninterrupted service and unparalleled reliability. The facility is a powered shell data center, offering flexible configurations to meet the diverse needs of its clients.

Connectivity is a cornerstone of the KDC Richardson Data Center, featuring over 20 network fiber carriers, ensuring optimal data transmission speeds and reliability. Additionally, the center benefits from a 10-year, 50% business personal property tax abatement from the City of Richardson, highlighting its economic advantages.",,,,
Aligned DFW-02,Aligned Data Centers,2800,Summit Avenue,75074,Plano,Texas,33,-96.67651286,"Located on Aligned Data Centers 19 acre Plano Campus in the Dallas metro market.

The DFW-02 building was constructed in 2022. Three-story facility with 220,000 squar efeet of space and 36 MW of power.

Facts:
- 19-acre campus
- Tier III Facility and Design Certifications from Uptime Institute
- 100% Uptime SLA
- Industry-leading PUE

Security & Fire Protection
- Multi-layered access control
- 24x7x365 on-site security guards
- 24-hour global monitoring via our Network Operations Center (NOC)

Connectivity & Power
- On-net: DE-CIX, Charter, Cogent, Frontier, Logix Fiber Networks, Lumen, PacketFabric, UPN, VPLS, and Zayo
- Near-net: Verizon, FiberLight
- Diverse utility feeds
- 2N concurrently maintainable

Compliance
- System and Organization Control (SOC) 2 Type 2 and SOC 1 Type 2
- PCI DSS, HIPAA, HITECH, NIST 800-53, ISO 27001:2013",,,,
5CDC Dallas-Fort Worth - DFW01,5C Data Centers (5CDC),1201,John Burgess Dr,76140,Fort Worth,Texas,33,-97.30861508,"The 5CDC Dallas-Fort Worth data center, known as DFW01, is a state-of-the-art facility strategically located in an industrial park. This 25-acre campus is positioned between major fiber routes, providing excellent connectivity to other metro areas in Texas. The multi-story data center houses eight data halls, also referred to as PODs, which are optimized for high-density computing with capabilities of over 400W per square foot.

DFW01 boasts a dedicated substation powered by Oncor, ensuring reliable and uninterrupted power supply. The data center currently offers 48MW of IT capacity to the region, with the infrastructure designed to support an expansion up to 144MW to meet growing demands.

Designed with efficiency and scalability in mind, the 5CDC Dallas-Fort Worth data center represents a significant investment in the region's technological infrastructure, contributing to the area's growth as a major hub for data and connectivity.",,,,
CyrusOne Dallas (Downtown),CyrusOne Data Centers,2323,Bryan Street,75201,Dallas,Texas,33,-96.79413555,"CyrusOne (NASDAQ: CONE) specializes in highly reliable enterprise-class, carrier-neutral data center properties. The company provides mission-critical data center facilities that protect and ensure the continued operation of IT infrastructure for more than 500 customers, including nine of the global Fortune 20 and more than 100 of the Fortune 1000 companies.

CyrusOne’s data center offerings provide the flexibility, reliability, and security that enterprise customers require and are delivered through a tailored, customer service-focused platform designed to foster long-term relationships. CyrusOne's internet interconnection platform provides robust connectivity options for enterprises, content, and telecommunications companies. CyrusOne is committed to full transparency in communication, management, and service delivery throughout its 25 data centers worldwide.",,,,
Skybox Atlantic Station,Skybox Datacenters,2300,W Plano Pkwy,75075,Plano,Texas,33,-96.74126,Atlantic Station is an industrial and data center campus situated on a 64-acre site with an onsite substation in the DFW metroplex. Multiple data hall configurations are available with up to 1M square feet of mission critical space in one of the fastest growing business districts in the country.,,,,
QTS Irving DC1 & DC2,QTS Data Centers,6431,Longhorn Drive,75063,Irving,Texas,33,-96.9829933,"Purchased in 2013, QTS transformed the former 700,000 sq. ft. Maxim semiconductor manufacturing facility into a state-of-the-art data center. Strategically located on a 40-acre campus in the Irving/Las Colinas area, with the ability to double the footprint on the existing campus, QTS Irving Data Center is ideal for enterprise, medium and small organizations requiring significant room to grow. QTS has achieved the Leadership in Energy and Environmental Design (LEED) Gold Certification for phase I of Irving data center. In addition, the facility's diverse fiber network connections allow QTS to provide carrier-neutral connectivity with maximum flexibility, providing convenient access to the area's numerous network providers.

Spacing
- 54-acre campus
- 700,000 sq. ft. facility
- 292,000 sq. ft. total capacity raised floor
- Purpose-built semi-conductor facility
- Dedicated halls from 25,000 to 30,000 sq. ft.
- Column-free uninterrupted space Halls 3, 4, 5 and 6
- Ability to triple the footprint on the campus

- Data Center 3
-- 427,000 sq. ft. total enclosed space
-- 172,000 sq. ft. of raised floor
-- 3 story design
-- 125 mph wind resistant Data Center
-- Customizable space and power with exponential growth opportunity
-- Office, conference and storage space - design remains flexible for large scale deployments

Power
- 2 separate 138kV feeds
- On-site redundant substation (140MVA total)
- Parallel redundant N+1 generator farm
- 48 hours on-site diesel fuel storage Multiple refueling contracts
- 36MW of UPS power
- Flexible block redundant static UPS
- Able to meet N+1 or 2N distribution

-Data Center 3
-- Planned 32MWs of critical power capacity
-- Dedicated on-site substation
-- 2.66MW Critical Power per Data Hall

Cooling
Air-cooled and water-cooled chillers
48 hours makeup water storage
100k gal chilled water storage
Water-side economization

Connectivity
- Carrier-neutral facility
- Diverse building entrances with two distinct, separate Meet-Me Rooms
- Convenient in-building access to multiple providers
- Diverse access and redundancy to all regional carrier hotels and long haul carrier POPs

Security
- Manned guard gate
- Secured, single-vehicle entry only with card key
- 8' Ameristar Impasse security fence
- 16' concrete wall protects critical infrastructure
- Manned visitor and screening booth
- 24x7x365 manned facility
- Card key and two-factor biometrics authentication

QTS Realty Trust, Inc. (NYSE: QTS) is a leading provider of data center solutions across a diverse footprint spanning more than 6 million square feet of owned mega scale data center space throughout North America. Through its software-defined technology platform, QTS is able to deliver secure, compliant infrastructure solutions, robust connectivity and premium customer service to more than 1,100 leading Hyperscale technology companies, enterprises, and government entities.

FLEXIBLE SOLUTIONS - our unique portfolio of core data center services and value added services coupled with financial flexibility allows QTS to structure complete solutions that meet both your technical and budget requirements.

SECURE FACILITIES - robust, redundant and protected facilities with highly trained personnel that adhere to strict security procedures guarantees security and reliability.

REAL-TIME VISIBILITY - The QTS Service Delivery Platform (SDP) gives you visibility, access, and control of critical metrics across your entire QTS hybrid IT deployment, both in real-time and on-demand.

EXPERT SUPPORT - QTS ITIL certified operations personnel and monitoring systems support all services and ensure maximum availability and uptime.

QTS Data Centers are designed and built with reliability, redundancy and resiliency in mind. We start with fully-redundant high-density power and cooling capacities, add fully integrated UPS systems, link site-wide security and fire protection systems, and enable comprehensive visibility through our customer portal to provide secure, dependable state-of-the-art data center infrastructure for our customers' web services.

All Quality Data Centers provide mission critical electrical, mechanical, and high capacity network systems. QTS's trained staff includes facility and electrical maintenance engineers, data center operations experts, network architects and security officers committed to providing on-site 24x7x365 support and operations for our facilities. This crucial design philosophy is built into our product to minimize service disruption and ensure the highest level of customer service available. It is this level of experience and proven track record that sets QTS apart from the rest of the industry.


Part of QTS Irving Campus
This profile is a sublisting to the campus listing QTS Irving Campus.
- Click here to view the profile for QTS Irving Campus

If you are looking for colocation, cloud, connectivity or other services in QTS Irving DC1 & DC2, other data centers in Dallas or operated by QTS Data Centers, please try our free quote service or reach out for a free consultation about your data center needs.

The below data centers are located closest to 6431 Longhorn Drive.
Distance        Data Center        Address
0.01 miles        QTS Irving Campus        6431 Longhorn Drive
0.17 miles        QTS Irving DC3        6351 Longhorn Drive
0.18 miles        QTS Irving DC6        6300 Longhorn Drive
0.18 miles        QTS Irving DC5        6300 Longhorn Drive
2.57 miles        PowerHouse Irving        111 Customer Way
5 miles        Eonix Communications Dallas        1515 Round Table Drive
5.63 miles        Centersquare - Dallas DFW1        14901 FAA Blvd
6.18 miles        Equinix DA9        2222 East Grauwyler Road
6.34 miles        Cogent Data Center - Irving        2511 E Grauwyler Rd
6.57 miles        Centersquare Webb Chapel        11830 Webb Chapel Rd.

QTS Data Centers
QTS Data Centers
Data Center Operator at
QTS Irving DC1 & DC2
6431 Longhorn Drive
Headquartered in Overland Park, Kansas
",,,,
STACK Infrastructure DFW02B,,,"E Belt Line Road
Building 2",75146,Lancaster,Texas,33,-96.7567246,"STACK Infrastructure's DFW02B data center is part of the DFW02 campus, offering 36MW of flexible capacity with POWERSTACK powered shell or HYPERSTACK build-to-suit deployment options. It features AI-ready capabilities to support liquid cooling solutions like liquid-to-chip for high-density workloads and has access to the campus' 100% renewable energy supply.",,,,
STACK Infrastructure DFW02A,STACK INFRASTRUCTURE,,"E Belt Line Road
Building 1",75146,Lancaster,Texas,33,-96.67200526,"STACK Infrastructure's DFW02A data center is part of the DFW02 campus, offering 36MW of flexible capacity with POWERSTACK powered shell or HYPERSTACK build-to-suit deployment options. It features AI-ready capabilities to support liquid cooling solutions like liquid-to-chip for high-density workloads and has access to the campus' 100% renewable energy supply.",,,,
STACK Infrastructure DFW02E,STACK INFRASTRUCTURE,,"E Belt Line Road
Building 5",75146,Lancaster,Texas,33,-96.75662804,"STACK Infrastructure's DFW02E data center is part of the DFW02 campus, offering 36MW of flexible capacity with POWERSTACK powered shell or HYPERSTACK build-to-suit deployment options. It features AI-ready capabilities to support liquid cooling solutions like liquid-to-chip for high-density workloads and has access to the campus' 100% renewable energy supply.",,,,
STACK Infrastructure DFW02D,STACK INFRASTRUCTURE,,"E Belt Line Road
Building 4",75146,Lancaster,Texas,33,-96.75663877,"STACK Infrastructure's DFW02D data center is part of the DFW02 campus, offering 36MW of flexible capacity with POWERSTACK powered shell or HYPERSTACK build-to-suit deployment options. It features AI-ready capabilities to support liquid cooling solutions like liquid-to-chip for high-density workloads and has access to the campus' 100% renewable energy supply.",,,,
Neutron Data Center,M&A Technology Inc.,13616,Neutron Road,75244,Dallas,Texas,33,-96.83445989,"M&A owned and operated data centers provide personalized security, hosting, colocation, backup, business continuity, and other tailored solutions to meet your business needs.

At our three data centers you’ll find
personalized technical support and data storage solutions including:

Virtual Private Networks
Dedicated Servers
Virtual Servers
Colocation
Hosting
Hybrid Cloud Solutions
Shared Web Hosting
Managed Services
Office 365 Cloud Integration",,,,
STACK Infrastructure DFW02C,STACK INFRASTRUCTURE,,"E Belt Line Road
Building 3",75146,Lancaster,Texas,33,-96.75661731,"STACK Infrastructure's DFW02C data center is part of the DFW02 campus, offering 36MW of flexible capacity with POWERSTACK powered shell or HYPERSTACK build-to-suit deployment options. It features AI-ready capabilities to support liquid cooling solutions like liquid-to-chip for high-density workloads and has access to the campus' 100% renewable energy supply.",,,,
Consolidated Dallas,Consolidated Communications,400,S Akard St,75202,Dallas,Texas,33,-96.79892233,"The Consolidated Communications Dallas Data Center is a state-of-the-art facility designed to ensure the utmost reliability and security for your data needs. Open 24/7 every day of the year, the center spans 6,000 square feet, offering ample space for lockable full or half racks with standard 23-inch configurations. Clients have access to multiple power options, benefiting from redundant power distribution paths and both A & B source delivery.

Security is paramount, with 24x7 access controlled by secure badges and the premises monitored by security cameras. The electrical infrastructure is robust, featuring diesel power generation and multiple redundant power distribution paths, along with automatic power switching to safeguard against outages.

The environmental control system boasts 20 tons of redundant cooling capacity, ensuring optimal operating conditions are maintained, alongside temperature and humidity alarming systems. Fire safety is addressed with a certified data center smoke detection system, a dual interlock pre-action dry pipe sprinkler system, and strategically placed clean agent fire extinguishers.

Additional amenities enhance the user experience, including a guest office, complimentary guest Wifi, and a loading dock to facilitate equipment handling. This comprehensive approach to design and functionality makes the Consolidated Communications Dallas Data Center a reliable choice for your data storage and management needs.",,,,
STACK Infrastructure DFW02F,STACK INFRASTRUCTURE,,"E Belt Line Road
Building 6",75146,Lancaster,Texas,33,-96.75664948,"STACK Infrastructure's DFW02F data center is part of the DFW02 campus, offering 36MW of flexible capacity with POWERSTACK powered shell or HYPERSTACK build-to-suit deployment options. It features AI-ready capabilities to support liquid cooling solutions like liquid-to-chip for high-density workloads and has access to the campus' 100% renewable energy supply.",,,,
Centersquare - Dallas DFW1,Centersquare,14901,FAA Blvd,76155,Fort Worth,Texas,33,-97.04074696,"Centrally located in the Dallas-Fort Worth area, our campus features in a single-story purpose-built data centers and a two-story attached administrative building on a fiber-linked campus. The data center campus is located just 6 miles from Dallas/Ft. Worth International Airport (DFW) and 14 miles from Dallas Love Field Airport.

THE CORE DIFFERENCE: CERTIFIED OPERATIONAL EXCELLENCE
Global enterprises choose Cyxtera data centers because of our commitment to operational excellence and compliance across our entire footprint. In 2014, Uptime Institute's research found that over 70% of data center incidents are caused by human error. Understanding how critical this is for our customers, Cyxtera committed to and achieved the Uptime Institute Management & Operations (M&O) Stamp of Approval in over 50 data centers, ten times more than any other service provider in the world.",,,,
Cogent Data Center - Irving,"Cogent Communications, Inc.",2511,E Grauwyler Rd,75061,Irving,Texas,33,-96.90696492,,,,,
Equinix DA7,Equinix,6653,Pinecrest Dr,75024,Plano,Texas,33,-96.8107015,"DA7, our newest location in the Dallas metro, is the latest strategic facility where enterprises are deploying key components of their interconnection infrastructure.",,,,
Skybox Legacy Campus,Skybox Datacenters,,,75075,Plano,Texas,33,-96.80185591,"The Skybox Legacy campus offers businesses a strategic location within the Dallas metro area, providing access to a wealth of connectivity options and skilled IT professionals. This campus delivers immediate availability and customizable solutions, catering to enterprises seeking rapid deployment and tailored configurations.

Businesses desiring flexible datacenter options that can be deployed quickly within the Dallas market will find the Skybox Legacy campus a compelling choice. Its focus on customization and established infrastructure provides a reliable foundation for growth in this dynamic region.",,,,
Cogent Data Center - Fort Worth,"Cogent Communications, Inc.",1400,E Presidio St,76102,Fort Worth,Texas,33,-97.31432446,,,,,
QTS Irving DC3,QTS Data Centers,6351,Longhorn Drive,75063,Irving,Texas,33,-96.98186232,"As part of the larger QTS campus in Irving, Texas, DFW1-DC3 offers businesses scalable colocation options within the thriving DFW technology hub. The facility's construction prioritizes energy-efficiency and includes water-efficient cooling features. Those seeking sustainable colocation solutions and entry into the North Texas market will find DFW1-DC3 a compelling option.",,,,
Skybox PowerCampus Dallas,Skybox Datacenters,within near Interstate 35E,,75146,Lancaster,Texas,33,-96.80430863,"Located in South Dallas, the Skybox PowerCampus offers businesses a prime position within a major technology and logistics hub. This campus is designed for massive scalability, supporting up to 300 MW of power to accommodate even the most demanding hyperscale IT requirements.

Businesses seeking a future-proof datacenter solution within the dynamic Dallas market will find PowerCampus a strategic asset. Skybox Datacenters' commitment to operational excellence and reliable infrastructure makes this facility a compelling choice for companies prioritizing long-term growth trajectories.",,,,
Core Scientific Denton,Core Scientific,8171,Jim Christal Rd,76207,Denton,Texas,33,-97.21234839,"Core Scientific Denton represents a significant advancement in the data center industry. Established in 2022 in Denton, Texas, this state-of-the-art facility spans 31 acres, with a substantial 30,000 square feet under roof. It boasts an energized capacity of 125 megawatts and a total available capacity of 298 megawatts, catering to the high demands of modern computing. The data center operates within an annual temperature range of 33 to 95 degrees Fahrenheit, ensuring optimal performance in various climatic conditions. Designed from the ground up, it sets a new standard for efficiency and reliability in data processing and mining operations.",,,,
QTS Fort Worth,QTS Data Centers,14100,Park Vista Boulevard,76177,Fort Worth,Texas,33,-97.25921028,"QTS' second data center in the broader Dallas-Ft. Worth-Irving market that serves Fortune 1000 enterprises as well as regional financial services, healthcare and technology companies. This connectivity-rich facility is carrier-neutral with 12 carriers and is situated adjacent to a number of other large Enterprise and technology companies.

Spacing
- Purpose-built data center
- 53 acre campus
- 300,000 gross square feet
- 40,000 square feet of raised floor
- Dedicated 20,000 sq. ft. data halls
- 20 miles from QTS Dallas
- Dual interlock pre-action re detection system

Power
- 2 separate 24.9kV feeds
- On-site redundant substation (50 MVA total with expansion to 200 MVA)
- Parallel redundant N+1 generators
- 96 hours of onsite fuel storage with multiple fuel contract
- 8MW of UPS power
- Block redundant static UPS design to N+1

Cooling
- 2N redundant water-cooled chiller plant
- Ice-box thermal storage system

Connectivity
- Carrier-neutral
- Diverse entrances with 2 separate Meet-Me rooms
- Multiple providers

Security
- Minimum building set back of 100ft. from property line
- Manned guard gate at entrance with vehicle barrier gates
- Staffed security desk 24x7x365
- Barrier armed turnstiles at single point of entry
- 3 factor authentication including badge and biometrics
- VESDA throughout facility

QTS Realty Trust, Inc. (NYSE: QTS) is a leading provider of data center solutions across a diverse footprint spanning more than 6 million square feet of owned mega scale data center space throughout North America. Through its software-defined technology platform, QTS is able to deliver secure, compliant infrastructure solutions, robust connectivity and premium customer service to more than 1,100 leading Hyperscale technology companies, enterprises, and government entities.

FLEXIBLE SOLUTIONS - our unique portfolio of core data center services and value added services coupled with financial flexibility allows QTS to structure complete solutions that meet both your technical and budget requirements.

SECURE FACILITIES - robust, redundant and protected facilities with highly trained personnel that adhere to strict security procedures guarantees security and reliability.

REAL-TIME VISIBILITY - The QTS Service Delivery Platform (SDP) gives you visibility, access, and control of critical metrics across your entire QTS hybrid IT deployment, both in real-time and on-demand.

EXPERT SUPPORT - QTS ITIL certified operations personnel and monitoring systems support all services and ensure maximum availability and uptime.

QTS Data Centers are designed and built with reliability, redundancy and resiliency in mind. We start with fully-redundant high-density power and cooling capacities, add fully integrated UPS systems, link site-wide security and fire protection systems, and enable comprehensive visibility through our customer portal to provide secure, dependable state-of-the-art data center infrastructure for our customers' web services.

All Quality Data Centers provide mission critical electrical, mechanical, and high capacity network systems. QTS's trained staff includes facility and electrical maintenance engineers, data center operations experts, network architects and security officers committed to providing on-site 24x7x365 support and operations for our facilities. This crucial design philosophy is built into our product to minimize service disruption and ensure the highest level of customer service available. It is this level of experience and proven track record that sets QTS apart from the rest of the industry.",,,,
Plano Campus,Aligned Data Centers,2800,Summit Avenue,75074,Plano,Texas,33,-96.67652359,"19 acre campus in Plano (Dallas metro), with two data centers:

DFW-01: Built in the 1980s and originally an office and manufacturing plant. Single-story facility retrofitted to a data center in 2015 and expanded in 2019.

DFW-02: Construction began in 2022.",,,,
PowerHouse Irving,PowerHouse Data Centers,111,Customer Way,75039,Irving,Texas,33,-96.9400366,"PowerHouse Irving is poised to become a landmark data center in the thriving Dallas-Fort Worth market. Spanning 50 acres, this state-of-the-art campus is designed to meet the growing demands for data processing and storage. With a developable area of 946,200 square feet, PowerHouse Irving will feature up to three buildings, each capable of delivering a robust 67 MW of power, totaling a massive 200 MW for the entire campus.

The strategic location of PowerHouse Irving at 111 Customer Way benefits from immediate access to permanent power from an adjacent substation serviced by Oncor, ensuring reliable energy delivery for high-performance operations. The site's development is scheduled to begin in early 2025, with the first powered shell expected to be delivered by late 2025.",,,,
1000 Coit Road,Lincoln Rackhouse,1000,Coit Rd,75075,Plano,Texas,33,-96.7656859,,,,,
Google Midlothian Data Center,Google,3800,Railport Pkwy,76065,Midlothian,Texas,32,-97.04880382,"Located in Midlothian, Texas, this Google data center serves a major technology and economic hub within the United States. The facility's power capacity supports Google's expanding operations within the region. Google's commitment to renewable energy projects underscores their focus on sustainable growth and investment in the Texas energy landscape.",,,,
Equinix DA4,Equinix,2323,Bryan St,75201,Dallas,Texas,33,-96.79417846,"Our Dallas data centers are business hubs for more than 200 companies. Our Dallas customers can choose from a broad range of network services from more than 95 providers. They can also interconnect directly to customers and partners in their digital supply chain.

The Dallas-Fort Worth region has long been a major Internet and network peering exchange point. Our Dallas data centers serve a high concentration of telecommunications companies and are a major communications hub for the southern U.S.
",,,,
365 Data Centers - Dallas,365 Data Centers,2323,Bryan St.,75201,Dallas,Texas,33,-96.79418919,"Available Professional Services

.Remote Hands
.Proactive Network Monitoring
.Systems Management
.Rack & Stack

Infrastructure

.Back-up Power & Generator Capacity -4,400 kW Capacity, N+1 Redundancy
.Diesel Fuel Reserve - 100,000 gallons
.Battery Capacity - 15 minutes at full power load
.Cooling - HVAC: Evaporative Cooling, N+1 Redundancy


Standards & Compliance Certifications

.SSAE 16 (Statement on Standards for Attestation Engagements No. 16) - The SSAE16 audit minimizes the need for multiple sets of auditors to separately examine the same set of controls that govern a third party's services. ""SAS"" is an acronym for Statement on Auditing Standards, which are standards issued by the American Institute of Certified Public Accountants.

Interconnectivity & Available Connectivity Services
.Carrier-neutral
.Atlantic Metro On-net
.Internet Exchange Peering
.Cross Connects
.Optical Wavelength Services",,,,
Meta Fort Worth Data Center,Meta,4500,Like Way,76177,Fort Worth,Texas,33,-97.26199296,"Located in Fort Worth, Texas, the Meta Fort Worth Data Center represents a significant commitment to the state's technology infrastructure. This massive facility delivers the power capacity required to support Meta's growing suite of services. The Fort Worth Data Center supports renewable energy projects and contributes to the region's economic vitality.",,,,
Mobius Partners - Farmers Branch,Mobius Partners,4215,N. Beltwood Pkwy,75244,Farmers Branch,Texas,33,-96.83736256,"Negma is a boutique Micro Data Center facility located in Addison/Farmer Branch. We provide reliable, secure and scalable hosted business services to companies of all sizes around the world. Discover our rock-solid record of high-touch, personalized service. We have 8 fiber providers in our facility and can provide up to 45GB of Bandwidth. We have a robust mesh network.

Farmers Branch headquarters is a 20,000 sqft building with a 3400 sqft Data Center.

We will beat any proposed pricing.


3,400 sqft Data Center - Expanding to 10,000sqft
Raised Floors
3x 100KVA UPS (A+B+C Power)
5x 15 Ton Liebert HVAC
350KW Generator
Fire Suppression
Leak Detection
Smoke Detection

Family owned and operated",,,,
DataBank DFW9 - Red Oak,DataBank,,Stainback Rd,75154,Red Oak,Texas,33,-96.72576016,"DataBank's DFW9 is a state-of-the-art data center located in Red Oak, Texas. This facility represents a significant investment in the region's digital infrastructure, with a construction budget of $256 million. The data center spans over 425,000 square feet, offering ample space for a wide range of IT needs.

Designed by JHET Architects, DFW9 is set to begin construction in September and is expected to be operational by the first quarter of 2027. This facility will be the fifteenth DataBank data center in Texas, highlighting the company's commitment to expanding its footprint in the state.",,,,
Equinix DA9,Equinix,2222,East Grauwyler Road,75061,Irving,Texas,33,-96.91273252,"DA9, our newest location in Irving, TX, is the ideal site for customers with large deployments built to handle data growth.",,,,
Compass Red Oak,Compass Datacenters,300,Houston School Rd,75154,Red Oak,Texas,33,-96.7968834,,,,,
Windstream Dallas,Windstream,600,N Pearl St,75201,Dallas,Texas,33,-96.7953287,,,,,
Lumen Dallas,Lumen,3180,Irving Blvd.,75247,Dallas,Texas,33,-96.86875902,,,,,
Lumen Fort Worth 2,Lumen,1101,E 9th St,76102,Fort Worth,Texas,33,-97.3216074,"General Features and Specs

Colocation Options

. Standard Cabinet - 3kW
. High Density Cabinet - 5kW
. Custom Cage Cabinet – 3kW - 15kW
. Field Tech Services Support Available

Network Services

. Edge Computing Solutions including Edge Bare Metal,
. Private Cloud, Network Storage and others.
. Hybrid Cloud and IT Solutions
. Infrastructure Services including Waves, Dark Fiber,

Private Line

. Cloud Connect to AWS, Azure, Google and more

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression - Double Interlock Dry-pipe
. Pre-Action W/ Dual zoned smoke/Ion detection
",,,,
